Quadrant	Longitude	Latitude	Name	Bogennummer	Sprache
63/42	18,81278	53,0253	BRZOZOWKA	54902	1
64/41	19,05	52,85	BRZEZNO	54906	1
64/42	19,13162	53,01324	ZBOJENKO	54909	1
55/41	16,61572	52,90771	BRZEZNO	5491	1
67/42	20,03035	52,88059	SIEMIATKOWO	54912	1
62/38	18,51374	52,39054	SOMPOLNO	54913	1
90/7	24,70767326	46,77454401	SÄCHSISCH REGEN (REGHIN)	54914	1
76/4	21,25256423	46,52837104	ELEK (ELEK)	54915	1
76/-1	21,1663851	45,72229705	Freidorf bei Temeschwar	54916	1
111/6	29,66668797	46,02120929	SARATA (SARATA)	54917	1
82/12	23,12256048	47,67893082	SCHEINDORF (SÂI)	54918	1
63/0	18,23295015	46,07109001	Fünfkirchen	54919	1
68/10	19,45117617	47,65798942	IKLAD	54921	1
77/3	21,50480608	46,34582086	SANKTANNA (SￃﾂNTANA)	54922	1
89/3	24,40607405	46,02056085	MARTINSDORF (METIŞ)	54924	1
77/0	21,42616232	45,88641917	Deutschbentscheck	54926	1
90/2	24,62623497	45,97491487	AGNETHELN (AGNITA)	54929	1
74/0	20,7089428	45,93611244	Gottlob	54930	1
77/-3	21,4127841	45,34995319	Klein-Schemlak	54932	1
76/0	21,16818943	45,85534019	Sanktandres	54933	1
70/-2	19,65658848	45,56918898	Novi-Vrbas	54935	1
77/-4	21,4215454	45,26174573	Groß-Scham	54937	1
69/-3	19,52662428	45,50310424	Torschau	54938	1
68/-2	19,37412285	45,61386126	Weprowatz	54939	1
70/-2	19,65658849	45,56918899	Novi-Vrbas	54940	1
109/-5	28,59488935	44,16302335	NEUE WEINGÄRTEN (-)	54941	1
112/8	30,12426483	46,27934614	SEIMENY (-)	54942	1
75/0	21,10004302	45,83953821	Neubeschenowa	54943	1
65/43	19,38273	53,15623	OBORKI	-55055	1
65/42	19,30736	53,0267	ZALE	-55064	1
67/43	19,91826	53,06515	ZUROMIN	-55066	1
69/43	20,63095	53,05753	GRUDUSK	-55070	1
73/43	21,60772	53,09558	OSTROLEKA	-55072	1
63/41	18,80354	52,87503	CIECHOCINEK	-55081	1
65/41	19,35265	52,86583	SKEPE	-55091	1
68/42	20,09123	52,89735	GRADZANOWO KOSCIELNE	55094	1
69/42	20,45214	52,90666	MODELKA	-55096	1
71/42	21,0919	52,86502	MAKOW MAZOWIECKI	-55099	1
66/41	19,68243	52,80381	SUSK	55106	1
67/41	19,89611	52,8243	ZAWIDZ KOSCIELNY	-55107	1
68/41	20,2727	52,79675	KONDRAJEC SZLACHECKI	55109	1
69/41	20,5249	52,74235	KICIN	-55110	1
62/40	18,48321	52,66655	SZOSTKA	55111	1
63/40	18,78115	52,68656	KUJAWKA	-55113	1
64/40	19,08401	52,69657	OSIEK	55116	1
66/40	19,61064	52,67865	NOWE KARWOSIEKI	-55117	1
65/40	19,38268	52,66071	LENIE MALE	-55129	1
67/40	19,84137	52,60089	MECZENINO	-55133	1
68/40	20,22129	52,62835	DZIERZAZNIA	-55135	1
70/40	20,72309	52,595	KONARY	-55137	1
62/39	18,56964	52,49663	KOZY	-55139	1
63/39	18,78249	52,51308	ZGLOWIACZKA	55140	1
64/39	19,11425	52,50144	GRABKOWO	55163	1
65/39	19,19	52,5	WIESLAWICE	-55164	1
67/39	19,88222	52,47212	BUDY BOROWICKIE	-55166	1
68/39	20,15711	52,44792	ORSZYMOWO	-55169	1
70/39	20,71013	52,43195	NOWY DWￃﾓR MAZOWIECKI	-55171	1
61/38	18,0907	52,37183	KOZIE GLOWY	-55173	1
63/38	18,72994	52,35334	BRDOW	-55177	1
64/38	19,04075	52,34483	PSARY	-55181	1
68/38	20,13	52,35	NOWA WIES	-55187	1
69/38	20,32309	52,34227	MISZORY	-55189	1
32/30	10,3857	51,04366	BERKA V. D. HAINICH	5519	1
69/39	20,43979	52,38381	SECYMIN POLSKI	-55191	1
65/38	19,25029	52,29133	NIECHCIANOW	55210	1
67/38	19,96699	52,30212	KAPTURY	-55216	1
61/37	18,20786	52,18456	STARE MIASTO	-55218	1
63/37	18,77987	52,18577	TARNOWKA	-55226	1
66/38	19,63	52,24	ZYCHLIN	-55238	1
60/37	17,98863	52,1656	KOPOJNO	-55240	1
62/37	18,49156	52,14039	NATALIA	55244	1
64/37	19,0533	52,14572	POTRZASKOW	55252	1
65/37	19,24271	52,15559	SZAMOW	-55254	1
60/36	17,80381	52,06731	WIERZCHY	-55258	1
61/36	18,23512	52,06197	GADOWSKIE HOLENDRY	-55261	1
62/36	18,51036	52,01308	TUREK	-55262	1
63/36	18,70666	52,02896	SARBICE	-55266	1
64/36	19,02483	52,06217	ZIMNE	-55269	1
65/36	19,19168	52,07768	LECZYCA	-55270	1
66/36	19,49463	52,06335	PIATEK	55271	1
61/35	18,17918	51,87254	GOLISZEW	-55300	1
62/35	18,40818	51,92481	POROZE	55305	1
63/35	18,63	51,86	RZYMSKO	-55306	1
64/35	18,92107	51,86554	BALDRZYCHOW	-55308	1
65/35	19,2386	51,81599	SANIE	55320	1
66/35	19,44499956	51,80918823	MARIANOW	-55322	1
61/34	18,13488	51,67727	JOZEFOW	-55326	1
62/34	18,46326	51,71438	MORAWKI	55330	1
64/34	19,02415	51,72283	RZEPISZEW	-55331	1
67/35	19,67238	51,72908	JUSTYNOW	-55338	1
63/34	18,56718	51,62565	SLOMKOW SUCHY	-55344	1
65/34	19,23418	51,65804	MARKOWKA	-55349	1
66/34	19,47735	51,66082	RZGOW	-55350	1
67/34	19,75374	51,66709	LAZNOWSKA WOLA	-55354	1
62/33	18,39830334	51,46576252	KIEBITZTAL (KUZNICA)	-55359	1
63/33	18,57714	51,49261	OSTROW	-55360	1
64/33	18,85025	51,43743	WIELKA WIES	-55361	1
66/33	19,4341	51,42903	SUCHCICE	-55362	1
64/31	18,90114	51,20321	SIEMKOWICE	-55363	1
62/32	18,47	51,35	DOBROSLAW	-55365	1
66/32	19,37718	51,35563	BELCHATￃﾓW	-55366	1
65/31	19,2962	51,20322	LUSZCZANOWICE	-55373	1
63/31	18,51475	51,13966	OZAROW	-55375	1
63/30	18,64555	51,02636	JAWORZNO	-55376	1
64/30	18,75742	51,00328	NATOLIN	-55377	1
65/29	19,08354	50,89934	CZARNY LAS	-55382	1
65/28	19,12851	50,72563	HUTA STARA A	-55383	1
66/27	19,31499	50,57042	MYSZKOW	55384	1
66/26	19,21676	50,318	DABROWA GORNICZA	55387	1
67/25	19,49241	50,06365	KWACZALA	-55389	1
63/23	18,5370479	49,85420839	FREISTADT (FRYￅﾠTￃﾁT)	-55394	1
64/22	18,72	49,64	BISTRITZ	-55408	1
66/22	19,13695	49,64526	RADZIECHOWY	-55411	1
62/31	18,38712	51,17088	SKOMLIN	-55415	1
65/21	19,0366	49,56875	KAMESZNICA	-55416	1
62/42	18,58678287	53,05101458	SCHￃﾖNWALDE (WRZOSY)	-55418	1
54/48	16,36077	54,11004	WYSZEWO	-55425	1
54/39	16,31041	52,60188	NOJEWO	-55522	1
59/49	17,8447	54,23148	WESIORY	56825	1
33/30	10,68004	51,08197	ILLEBEN	5717	1
52/48	15,83913	54,10419	LYKOWO	573	1
34/30	10,93045	51,11506	GEBESEE	5730	1
35/30	11,21707	51,09189	THALBORN	5752	1
36/30	11,47092	51,09456	NIRMSDORF	5774	1
37/30	11,73675	51,10759	CRￃﾖLPA-LￃﾖBSCHￃﾜTZ	5810	1
38/30	11,98998	51,12268	KRￃﾖSSULN	5827	1
53/48	16,10326	54,10839	DUNOWO	584	1
39/30	12,28344	51,10735	MICHELWITZ	5863	1
32/31	10,38309	51,23721	HOLLENBACH	5867	1
33/31	10,65515	51,24724	SCHLOTHEIM	5875	1
34/31	10,94926	51,24899	OBERTOPFSTEDT	6074	1
35/31	11,17566	51,26229	ETZLEBEN	6089	1
36/31	11,44421	51,25372	ALLERSTEDT	6105	1
37/31	11,72101	51,25779	GLEINA	6116	1
38/31	11,95713904	51,27790491	KLEINKAYNA/KLEINKAINA	6129	1
39/31	12,27689	51,27301	REHBACH	6168	1
31/32	10,10111	51,40024	MENGELRODE	6171	1
32/32	10,39571	51,41182	KIRCHWORBIS	6185	1
33/32	10,64567	51,41729	GROSSWENDEN	6196	1
34/32	10,92771	51,42579	AULEBEN	6341	1
35/32	11,20275	51,41916	HACKPFￃﾜFFEL	6359	1
36/32	11,46135	51,43458	MITTELHAUSEN	6371	1
37/32	11,68367	51,44174	STEDTEN	6388	1
38/32	11,98661	51,42541	AMMENDORF	6400	1
39/32	12,22255	51,44566	GLESIEN	6418	1
32/33	10,38059	51,55126	ZWINGE	6426	1
34/33	10,95504	51,57345	STOLBERG (HARZ)	6472	1
33/33	10,61756	51,58536	WALKENRIED	6577	1
35/33	11,20169	51,60088	KￃﾖNIGERODE	6593	1
36/33	11,43281	51,60078	VATTERODE	6610	1
37/33	11,70461	51,60497	FREIST	6630	1
38/33	11,96531	51,60326	DREHLITZ	6656	1
39/34	12,27636	51,76097	MￃﾖST	6660	1
39/33	12,23652	51,61112	RAMSIN	6682	1
33/34	10,6105	51,72785	BRAUNLAGE	6690	1
35/34	11,16773	51,73322	RIEDER	6705	1
32/34	10,38537	51,75371	RIEFENSBEEK	6793	1
34/34	10,87365	51,75284	NEUWERK	6801	1
36/34	11,46082	51,75833	ASCHERSLEBEN	6821	1
37/34	11,69886	51,76418	GRￃﾖNA	6831	1
38/34	11,9767	51,78113	ELSDORF	6848	1
63/49	18,95682	54,15681	PREGOWO ZULAWSKIE	688	1
34/35	10,88689	51,91415	DANSTEDT	6891	1
33/35	10,62543	51,92932	ABBENRODE	6960	1
35/35	11,13702	51,92874	EMERSLEBEN	6981	1
36/35	11,42586	51,94131	EGELN	6995	1
37/35	11,67388	51,94703	EICKENDORF	7007	1
38/35	11,97232	51,95485	KￃﾄMERITZ	7022	1
39/35	12,23114	51,95654	NATHO	7033	1
40/32	12,51198	51,43433	LIEMEHNA	7180	1
41/32	12,78179	51,45308	RￃﾖCKNITZ	7198	1
42/32	13,05749	51,43354	LAUSA	7212	1
43/32	13,33731	51,45449	KOSILENZIEN	7225	1
44/32	13,56632	51,46966	KAHLA	7246	1
45/32	13,86415	51,45586	RUHLAND	7253	1
46/32	14,10951	51,46191	LAUTA	7263	1
40/33	12,51328	51,61265	BRￃﾖSA	7363	1
41/33	12,76792	51,61385	FALKENBERG	7371	1
42/33	13,03894	51,5997	ROSENFELD	7384	1
43/33	13,31865	51,63101	WIEDERAU	7394	1
57/46	17,1932	53,7362	GWIEZDZIN	74	1
44/33	13,59641	51,61058	LUGAU	7412	1
45/33	13,86232	51,60726	DOLLENCHEN	7427	1
54/44	16,36258	53,40347	RUDKI	743	1
46/33	14,16587394	51,61108465	PETERSHAIN/NEUPETERSHAIN	7435	1
55/44	16,64428	53,39298	BUDY	748	1
40/34	12,4885	51,7859	SCHLEESEN	7529	1
41/34	12,7859	51,78702	BLEDDIN	7546	1
42/34	13,04784	51,78178	KLOSSA	7562	1
43/34	13,31619	51,77761	WERCHAU	7576	1
44/34	13,6283813	51,77774322	WENDISCH DREHNA/WALDDREHNA	7586	1
45/34	13,82084	51,80669	SCHLABENDORF	7596	1
57/44	17,14489	53,41264	ZAKRZEWO	760	1
40/35	12,59595	51,95429	STRAACH	7688	1
58/44	17,46743	53,37996	NOWY DWOR	769	1
41/35	12,78451	51,94368	RAHNSDORF	7696	1
42/35	13,04399	51,96498	ROHRBECK	7710	1
43/35	13,32707	51,95556	WAHLSDORF	7721	1
44/35	13,55801	51,94857	HOHENDORF	7732	1
45/35	13,85842	51,9372	TREPPENDORF	7747	1
46/35	14,11383	51,94887	SACROW	7758	1
40/30	12,51358	51,10431	ZEDTLITZ	7964	1
41/30	12,78682	51,11829	HOHNBACH	7979	1
21/4	8,03463	46,62436	GRINDELWALD	80004	1
23/2	8,49372	46,31601	BOSCO	80023	1
42/30	13,05727	51,10477	ZIEGRA	8011	1
62/44	18,59262	53,37403	LUNAWY MALE	803	1
43/30	13,31541	51,10915	RAUSSLITZ	8032	1
44/30	13,58038	51,12525	COSWIG	8055	1
45/30	13,84034	51,12603	LANGEBRￃﾜCK	8075	1
46/30	14,107	51,13087	FRANKENTHAL	8092	1
64/44	19,15258	53,34825	BUKOWIEC	821	1
40/31	12,53059	51,28331	FUCHSHAIN	8272	1
41/31	12,7893	51,27082	NERCHAU	8289	1
58/46	17,51084	53,73196	CHARZYKOWY	83	1
42/31	13,05875	51,26277	LIMBACH	8305	1
43/31	13,31305	51,28693	MERGENDORF	8321	1
44/31	13,58547	51,2829	ROSTIG	8345	1
45/31	13,85316702	51,29946865	STEINBORN	8358	1
46/31	14,09490462	51,28869546	BERNBRUCH	8368	1
47/30	14,34726	51,12303	DRETSCHEN	8505	1
48/30	14,67613	51,12741	KITTLITZ	8519	1
49/30	14,93607	51,11776	KUNNERWITZ	8532	1
50/30	15,19656	51,11864	SIEKIERCZYN	8546	1
51/30	15,43317	51,10708	WOLBROMOW	8560	1
52/30	15,68805	51,10711	PIESZKOW	8574	1
53/30	15,98401	51,11183	PRUSICE	8590	1
54/30	16,24098	51,11235	OGONOWICE	8614	1
48/31	14,66211	51,29773	FￃﾖRSTGEN	8716	1
49/31	14,89083036	51,28703006	OBER HORKA I	8726	1
50/31	15,19505	51,30306	WEGLINIEC	8736	1
51/31	15,42643	51,2588	KIERZNO	8740	1
52/31	15,71788	51,27884	SZCZYTNICA	8751	1
53/31	15,98045549	51,27846389	GￃﾖLLSCHAU (GOLISZￃﾓW)	8762	1
54/31	16,25635	51,25926	BIENIOWICE	8777	1
57/45	17,21995	53,57517	STRZECZONA	880	1
49/32	14,95724	51,45415	KLEIN PRIEBUS	8852	1
50/32	15,18868	51,43756	OKRAGLICA	8858	1
51/32	15,48264456	51,43310559	KOBERBRUNN	8865	1
52/32	15,71948637	51,4302282	ARMADEBRUNN (STUDZIANKA)	8870	1
53/32	16,00948	51,43246	TRZMIELOW	8878	1
54/32	16,26255	51,43001	SKLADOWICE	8888	1
59/45	17,74635	53,55745	JELENCZ	895	1
47/33	14,36	51,59	CANTDORF	8972	1
48/33	14,63221067	51,60563723	EICHWEGE	8981	1
60/45	18,07074	53,54121	IWIEC	899	1
49/33	14,90436	51,61006	JEDRZYCHOWICE	8990	1
50/33	15,16987967	51,61973858	KUNZENDORF (KUNICE)	9000	1
51/33	15,4704	51,58678	CHICHY	9015	1
52/33	15,75605	51,60524	PRZECLAW	9025	1
53/33	15,99977	51,60773	JAKUBOW	9036	1
54/33	16,26765	51,58761	RZECZYCA	9052	1
62/45	18,58805	53,53014	BUSNIA	906	1
48/34	14,66128553	51,8062894	MEHLEN	9143	1
49/34	14,93595	51,77136	DLUZEK	9152	1
50/34	15,17201	51,77065	BIALOWICE	9163	1
51/34	15,48949	51,78231	BRONISZOW	9179	1
52/34	15,72928974	51,77941728	ALT TSCHAU (STARE ￅﾻABNO)	9193	1
63/45	18,83909	53,52267	LISIE KATY	920	1
53/34	16,01584	51,78478	GROCHOWICE	9200	1
54/34	16,27408	51,77898	KONRADOWO	9207	1
47/35	14,41135	51,98506	STAAKOW	9274	1
48/35	14,67542244	51,9335877	KALTENBORN	9280	1
49/35	14,95651	51,95783	CZEKLIN	9288	1
64/45	19,18069	53,50608	GOCZALKI	930	1
50/35	15,20444	51,93591	LUBIATOW	9303	1
51/35	15,51036	51,93807	ZIELONA GORA	9314	1
52/35	15,71651	51,95163	ZABOR	9323	1
53/35	16,03727	51,94758	CIOSANIEC	9335	1
58/30	17,31217	51,05066	MILOSZYCE	9400	1
59/30	17,56127862	51,05371925	PRIETZEN	9417	1
55/30	16,50134	51,08371	UJAZD GORNY	9433	1
56/30	16,74042	51,07689	LISOWICE	9453	1
57/31	17,04316	51,23316	LIGOTA PIEKNA	9558	1
58/31	17,322	51,22894	JENKOWICE	9579	1
59/31	17,57153	51,21449	JEMIELNA	9592	1
55/31	16,50879	51,25619	PRAWIKOW	9612	1
56/31	16,7752	51,25426	WARZYNA	9622	1
57/32	17,05219	51,40808	DOMANOWICE	9717	1
59/32	17,57838	51,40108	KAMIEN	9739	1
55/32	16,51092	51,438	KRZELOW	9760	1
56/32	16,77667	51,4305	STASZOWICE	9775	1
58/32	17,29826	51,41491	LAZY WIELKIE	9799	1
58/42	17,42103998	53,05104088	GROMADEN	983	1
59/42	17,72070827	53,06923401	FRIEDBERG	984	1
58/33	17,33355	51,56366	GODNOWA	9848	1
55/34	16,53132	51,74321	CHROSCINA	9877	1
56/34	16,79762	51,73416	GOSCIEJEWICE	9891	1
64/46	19,16906	53,67605	TRUMIEJKI	99	1
60/42	17,99966399	53,03340784	WALOWNICA	990	1
59/34	17,61335182	51,71625601	SONNENFELD (ORPISCHEWO)	9903	1
55/33	16,56898	51,59431	WIERZOWICE MALE	9919	1
56/33	16,74839	51,5893	WODNIKI	9926	1
61/42	18,26158	53,05159	KABAT	994	1
55/35	16,52972	51,91222	MORKOWO	9984	1
	24,766667	59,416667	Reval (TALLINN)	54872	1
72/38	21,0711	52,2505	WARSZAWA	-54895	10
60/32	17,83809	51,37891	KOBYLA GORA	9746	10
6/33	3,431242233	51,26002229	Heille	I125a	100
8/33	3,90749545	51,26923919	Axel	I140p	100
6/34	3,42188803	51,36212055	Cadzand	I103p	100
7/34	3,614139253	51,37486988	Slijkplaat	I110a	100
8/34	3,907423568	51,42509917	Hoedekenskerke	I095p	100
9/34	4,115711421	51,43098565	Krabbendijke	I101p	100
6/35	3,437806902	51,52574657	Westkapelle	I058p	100
7/35	3,591725097	51,55190709	Serooskerke	I062a	100
8/35	3,84011865	51,60066066	Colijnsplaat	I048p	100
9/35	4,099289929	51,6059853	Sint Annaland	I055p	100
10/35	4,390034372	51,56674828	Kruisland	K173a	100
11/35	4,611233497	51,64821813	Zevenbergen	K155p	100
12/35	4,916360967	51,65202635	Oosteind	K162a	100
7/36	3,716262833	51,68748655	Burgh	I032p	100
8/36	3,8035958	51,72891258	Oudendijke	I031a	100
9/36	4,09505051	51,75462133	Dirksland	I023p	100
10/36	4,368371299	51,75170628	Zuid-Beijerland	K086p	100
11/36	4,611970311	51,78068753	s-Gravendeel	K093p	100
12/36	4,921140981	51,77172811	Nieuwendijk	K101a	100
9/37	4,058703331	51,88014226	Rockanje	I008p	100
10/37	4,335029469	51,91068391	Vlaardingen	K042a	100
11/37	4,63602725	51,93543516	Ouderkerk aan den IJssel	K012p	100
12/37	4,883513659	51,94641866	Willige Langerak	K022p	100
10/38	4,296652304	52,07957742	Den Haag	D005p	100
11/38	4,724747784	52,1086318	Zwammerdam	E179p	100
12/38	4,851249891	52,11363855	Zegveld	E181p	100
10/39	4,413226928	52,2093191	Katwijk aan Zee	E133p	100
11/39	4,594873686	52,23810464	Abbenes	E138b	100
12/39	4,79640398	52,24084362	De Kwakel	E147a	100
11/40	4,631238784	52,45836864	Velsen	E080a	100
12/40	4,834876477	52,41368218	Zaandam	E086p	100
11/41	4,620300714	52,61816899	Egmond aan Zee	E041p	100
12/41	4,823230073	52,60746422	Stompetoren	E047a	100
12/42	4,741464327	52,7715851	Sint Maarten	E010p	100
12/43	4,919058619	52,88739949	Westerland	E005p	100
12/44	4,811994758	53,07451283	De Waal	A009p	100
13/33	5,220093347	51,36767265	Bladel	K218p	100
13/34	5,157112713	51,41369342	Lage Mierde	K214p	100
13/35	5,147549461	51,62031499	Udenhout	K165p	100
13/36	5,131867384	51,82567225	Herwijnen	K104a	100
13/37	5,091820987	51,9486856	Hei- en Boeicop	K035p	100
13/38	5,129793429	52,09992915	Utrecht	E192p	100
13/39	5,112558984	52,26849291	Ankeveen	E124p	100
13/40	5,047608272	52,45717803	Monnickendam	E091p	100
13/41	5,058996683	52,6410706	Hoorn	E058p	100
13/42	5,088129176	52,72684238	Oostwoud	E031a	100
13/43	5,029973398	52,93358851	Den Oever	E003a	100
14/30	5,68915	50,84924	Maastricht	Q095p	100
14/33	5,433174159	51,30389023	Borkel	L281p	100
14/34	5,478751353	51,46562394	Woensel	L226p	100
14/35	5,424513192	51,66387785	Middelrode	L177c	100
14/36	5,437702389	51,80537037	Lith	L093p	100
14/37	5,430311674	51,96556794	Maurik	L003p	100
14/38	5,389444703	52,14976381	Amersfoort	F165p	100
14/39	5,384877779	52,25634727	Spakenburg	F121p	100
14/41	5,213639001	52,66352245	Venhuizen	E040a	100
14/42	5,290435929	52,70661299	Enkhuizen	E040p	100
14/46	5,302439304	53,39428642	Midsland / MidslÃ¢n	A001p	100
15/30	5,74358329	50,86731168	Amby	Q102p	100
15/32	5,737758762	51,20425801	Stramproy	L318p	100
15/33	5,727453935	51,28688412	Laar	L288b	100
15/34	5,66751977	51,48495955	Helmond	L237p	100
15/35	5,686296333	51,68313802	Oventje	L157a	100
15/36	5,657414504	51,80133086	Ravenstein	L102p	100
15/37	5,666498441	51,96929668	Wageningen	L010p	100
15/38	5,590091491	52,14803183	Barneveld	F170p	100
15/39	5,614504444	52,2657905	Putten	F124p	100
15/41	5,599643493	52,66470724	Urk	F077p	100
15/45	5,581228748	53,25458335	Minnertsga	B046a	100
16/33	5,983634461	51,33728231	Panningen	L290p	100
16/34	5,976956997	51,51404071	Leunen	L211p	100
16/36	5,924248765	51,83126921	Beek	L116p	100
16/37	5,915060627	51,99181954	Arnhem	L023p	100
16/38	5,88775916	52,12439435	Hoenderloo	F173p	100
16/39	5,840773713	52,33494823	Vierhouten	F128p	100
16/40	5,909334767	52,45371291	Oldebroek	F102p	100
16/41	5,778810825	52,63620696	Ens Schokland	F079p	100
16/42	5,83835011	52,79710227	Kuinre	F052p	100
16/46	5,775810147	53,45506575	Nes	B002p	100
17/37	6,162293231	52,01039837	Drempt	F207p	100
17/38	6,197620163	52,14822927	Zutphen	F179p	100
17/39	6,157124359	52,29747328	Diepenveen	F132p	100
17/40	6,137812633	52,4484356	Windesheim	F106p	100
17/41	6,193451543	52,61822596	Rouveen	F086p	100
17/42	6,125742241	52,79473406	Steenwijk	F060p	100
17/43	6,132926723	52,94488636	Oldeberkoop	F021p	100
18/37	6,523611931	52,01556907	Zieuwent	G279a	100
18/38	6,419410588	52,16363949	Lochem	G246p	100
18/39	6,416218399	52,28895797	Rijssen	G197p	100
18/40	6,445708104	52,48130355	Archem	G139a	100
18/41	6,434924507	52,65093544	Linde	G091d	100
18/42	6,370033378	52,84314228	Dwingeloo	G024p	100
18/44	6,349023912	53,12812452	Zevenhuizen	C145p	100
18/45	6,393691548	53,31128363	Oldehove	C063p	100
18/46	6,423599937	53,40824109	Wierhuizen	C023a	100
19/38	6,750462484	52,16495469	Haaksbergen	G257p	100
19/39	6,669975935	52,36283763	Almelo	G173p	100
19/41	6,67491635	52,62053024	Gramsbergen	G094p	100
19/42	6,654167989	52,84264476	Orvelte	G031p	100
19/43	6,647972796	52,98481369	Rolde	G007p	100
19/44	6,629112508	53,13832591	Glimmen	C148a	100
19/45	6,656254782	53,30412519	Sint-Annen	C070a	100
19/46	6,697072037	53,44888703	Valom	C001b	100
20/41	6,882702773	52,70629847	Amsterdamscheveld	G079a	100
20/42	6,895607041	52,79807474	Emmen	G058p	100
20/43	6,957796361	52,96899134	Nieuw-Buinen	G012a	100
20/44	6,874144899	53,13491374	Muntendam	C156p	100
20/45	6,948901528	53,31096256	Weiwerd	C081p	100
20/46	6,835669567	53,39464199	Spijk	C042p	100
21/44	7,168883671	53,11842902	Bellingwolde	C165p	100
19/37	6,701178563	52,02338364	Meddo	G285p	100
10/34	4,46861	51,46765	Essen	K189p	100
10/30	4,60371	50,77007	Terlanen	P133a	100
11/34	4,80425	51,47411	Meerle	K191p	100
11/33	4,78596	51,26409	Wechelderzande	K234p	100
11/32	4,86004	51,14384	Olen	K305p	100
11/31	4,83152	50,98386	Aarschot	P025p	100
11/30	4,92041	50,76668	Oudgaarden	P154p	100
12/34	5,0415	51,44689	Poppel	K196p	100
12/33	5,08438	51,26744	Retie	K241p	100
12/32	5,116667	51,183333	Genendijk	K314a	100
12/31	5,07077	50,93453	Loksbergen	P047p	100
12/30	5,13471	50,77835	Velm	P174p	100
13/32	5,39486	51,15397	Eksel	L353p	100
13/31	5,36828	50,99147	Zonhoven	Q001p	100
13/30	5,40039	50,83775	Guigoven	Q079p	100
14/32	5,59446	51,14056	Bree	L360p	100
14/31	5,57881	51,00083	As	L417p	100
15/29	5,96238	50,70687	Montzen	Q253p	100
6/32	3,45959	50,96314	Gottem	O009p	100
6/31	3,6086	50,84259	Anzegem	O182p	100
7/33	3,68879	51,1923	Oosteeklo	I163p	100
7/32	3,79689	51,05594	Destelbergen	I243p	100
7/31	3,81	50,888889	Elene	O112p	100
8/32	4,05382	51,02445	Appels	I261p	100
8/31	4,05484	50,87561	Iddergem	O149p	100
8/30	4,02848	50,72475	Herne	O275p	100
9/33	4,25741	51,21318	Beveren	I178p	100
9/32	4,29915	51,0696	Kalfort	I268a	100
9/31	4,339	50,85504	Sint-Jans-Molenbeek	O178a	100
9/30	4,34415	50,74468	Sint-Genesius-Rode	P198p	100
3/33	2,69941	51,09952	Wulpen	55045/H051p	100
3/32	2,71791	50,92675	West-Vleteren	55005/N024p	100
3/31	2,77181	50,78209	Loker	N116p	100
4/34	2,91267	51,23125	Oostende	H016p	100
4/33	2,97816	51,09018	Koekelare	55036/H061p	100
4/32	2,95094	50,97788	Houthulst	55022	100
4/31	3,0421	50,77736	Wervik	N130p	100
5/34	3,14213	51,30429	Uitkerke	H005p	100
5/33	3,19231	51,15532	Loppem	55044/H068p	100
5/32	3,2671	50,9948	Pittem	N041p	100
5/31	3,26509	50,82804	Kortrijk	55023/N141p	100
10/33	4,45861	51,22039	Deurne	K245p	100
10/32	4,579444	51,062778	Onze Lieve Vrouw Waver	K332p	100
10/31	4,54863	50,94176	Kampenhout	P018p	100
26/52	8,35293	54,65056	NEBEL	46572	11
26/51	8,54807	54,56544	HOOGE	46636	11
28/51	8,99359	54,52401	WOBBENBÜLL	46640	11
27/53	8,65436	54,8292	HORSBÜLL	46699	11
27/52	8,68817	54,67512	OLAND	46759	11
28/52	8,9627	54,68729	MÖNKEBÜLL	46773	11
26/53	8,39404	54,87351	ARCHSUM	46888	11
24/49	7,89033	54,18146	HELGOLAND	47862	11
24/47	7,89936	53,79103	WANGEROOGE	48241	11
14/43	5,396701486	52,95001492	Hindeloopen	F002p	11
14/44	5,399843633	53,11515504	Zurich	B079p	11
15/42	5,533128219	52,85769372	Oudemirdum	F036p	11
15/43	5,62681563	52,94759472	Woudsend	F003p	11
15/44	5,58524699	53,1106306	Wommels	B084p	11
16/43	5,87049066	52,96056874	Oudehaske	F013c	11
16/44	5,844065009	53,09839554	Grouw	B094p	11
16/45	5,821956176	53,26890922	Tichelwurk	B024b	11
17/44	6,084412694	53,13743333	Opeinde	B099a	11
17/45	6,095338953	53,26698647	Zwagerveen	B035a	11
17/46	6,093934287	53,40346052	Paesens	B014p	11
18/43	6,358985667	52,94824804	Appelscha	G001b	11
28/53	8,98743	54,85583	WESTRE	46905	12
29/53	9,219841331	54,86065676	SOPHIENTAL	46914	12
31/53	9,806786147	54,90928495	SONDERBURG (SￃﾘNDERBORG)	46932	12
32/53	10,05498563	54,890212	LYSABBELHOLZ (LYSABILDSKOV)	46938	12
27/55	8,552922211	55,16471539	TOFTUM	46939	12
28/55	8,964677765	55,16862371	HÖNNING (HØNNING)	46948	12
29/55	9,204823575	55,19915406	BEFTOFT (BEVTOFT)	46957	12
30/55	9,516654093	55,20608212	NORDER WILSTRUP (NￃﾘRRE VILSTRUP)	46968	12
26/54	8,42258	55,01369	LIST	47006	12
27/54	8,650234974	55,02069458	JERPSTEDT (HJERPSTED)	47007	12
28/54	8,90058334	55,0451794	ELLUM	47016	12
29/54	9,232491598	55,0366886	KASSￃﾖE/KASSￃﾖ (KASSￃﾘ)	47029	12
