Quadrant	Longitude	Latitude	Name	Bogennummer	Sprache
25/21	8,72439	49,49399	URSENBACH	34096	1
26/21	8,96544	49,52482	GAMMELSBACH	34216	1
27/21	9,2439	49,53425	RUMPFEN	34228	1
28/21	9,5049	49,53499	GERICHTSTETTEN	34235	1
34/36	10,85747	52,07227	BEIERSTEDT	3424	1
29/21	9,73105	49,54759	KÖNINGSHOFEN	34247	1
30/21	10,00364	49,53411	AUFSTETTEN	34266	1
31/21	10,26555	49,57552	WEIGENHEIM	34288	1
24/22	8,44622	49,66245	BOBSTADT	34305	1
25/22	8,71527	49,65645	MITTERSHAUSEN	34321	1
53/47	16,14955	53,95055	MODROLAS	344	1
24/18	8,52712	49,00389	BERGHAUSEN	34447	1
27/18	9,26281	49,02206	WINZERHAUSEN	34503	1
28/18	9,540869694	49,05526871	LIEMERSBACH	34522	1
29/18	9,76976	49,02851	EUTENDORF	34535	1
30/18	10,03779	49,07016	HONHARDT	34545	1
31/18	10,29368	49,06036	SEGRINGEN	34557	1
24/19	8,48928	49,16535	GRABEN	34566	1
25/19	8,75076	49,17902	ODENHEIM	34707	1
26/19	9,04557	49,17711	MASSENBACHHAUSEN	34734	1
27/19	9,259617235	49,17403608	BINSWANGEN	34750	1
28/19	9,50581	49,20179	ÖHRINGEN	34773	1
29/19	9,77159	49,22127	DÖTTINGEN	34791	1
30/19	10,00529	49,21815	GAGGSTATT	34802	1
31/19	10,30317	49,2154	DORFGￃﾜTINGEN	34818	1
32/18	10,55891	49,05667	RￃﾖCKINGEN	34838	1
33/18	10,79788	49,07592	WINDSFELD	34855	1
34/18	11,05857	49,0799	ETTENSTATT	34872	1
35/18	11,29856	49,08918	UNTERMￃﾄSSING	35003	1
36/18	11,56796	49,10204	GIMPERTSHAUSEN	35011	1
37/18	11,80902	49,09535	BERATZHAUSEN	35026	1
38/18	12,0673	49,1151	EITLBRUNN	35035	1
39/18	12,30395	49,09295	ALTENTHANN	35046	1
32/19	10,54482	49,22796	RAUENZELL	35055	1
33/19	10,77453	49,23381	ISMANNSDORF	35067	1
54/47	16,41182	53,94692	SMECINO	351	1
33/36	10,59503	52,0891	BORNUM	3516	1
34/19	11,05323	49,26665	BￃﾜCHENBACH	35165	1
35/19	11,30851	49,26458	SELIGENPORTEN	35168	1
36/19	11,58242	49,26041	GￃﾜNCHING	35188	1
37/19	11,83645	49,28746	ADERTSHAUSEN	35195	1
38/19	12,07574	49,27923	WIEFELSDORF	35204	1
39/19	12,3034	49,26958	BODENWￃﾖHR	35211	1
32/20	10,50832	49,40157	FLACHSLANDEN	35223	1
33/20	10,78893	49,40409	GROSSHABERSDORF	35236	1
35/20	11,26115	49,41257	BIRNTHON	35254	1
34/20	11,03657675	49,41647082	RￃﾖTHENBACH	35339	1
36/20	11,54411	49,42912	ALFELD	35377	1
37/20	11,75991	49,43993	AMMERTHAL	35382	1
38/20	12,05548	49,43541	TRISCHING	35393	1
32/21	10,51095	49,58186	UNTERNESSELBACH	35517	1
33/21	10,76904	49,58998	OBERREICHENBACH	35524	1
34/21	11,04964	49,59343	BUCKENHOF	35544	1
35/21	11,2727	49,58234	KIRCHRￃﾖTTENBACH	35562	1
36/21	11,52376	49,59651	HARTENSTEIN	35571	1
37/21	11,7912	49,607	SCHLICHT	35577	1
35/36	11,15611	52,09298	BECKENDORF	3558	1
38/21	12,01846	49,59211	KOHLBERG	35585	1
39/21	12,31766	49,60633	OBERLIND	35597	1
55/47	16,6593432	53,9295732	PORST	356	1
32/22	10,47624	49,74814	HAAG	35710	1
36/36	11,43652	52,09266	DOMERSLEBEN	3572	1
33/22	10,77547	49,75347	MￃﾜHLHAUSEN	35729	1
34/22	11,03	49,76363	PAUTZFELD	35755	1
35/22	11,26105	49,76878	MOGGAST	35762	1
36/22	11,5433	49,75642	PEGNITZ	35778	1
37/22	11,82038	49,78699	SPEINSHART	35791	1
38/22	12,03638	49,77975	FRIEDERSREUTH	35799	1
39/22	12,31033	49,78557	PLￃﾖSSBERG	35807	1
32/23	10,49998	49,88641	GEUSFELD	35824	1
33/23	10,77167	49,90142	TￃﾜTSCHENGEREUTH	35843	1
34/23	11,00996	49,9114	LITZENDORF	35857	1
37/36	11,6759	52,10371	PRESTER	3592	1
35/23	11,29084	49,93687	HOLLFELD	36007	1
36/23	11,51595	49,93435	DONNDORF	36017	1
37/23	11,78525	49,922	KIRCHENPINGARTEN	36039	1
38/23	12,0609	49,93217	HOHENHARD	36049	1
39/23	12,2854	49,94685	LEONBERG	36056	1
18/13	7,14395868	48,07027814	HOHRODBERG	36065	1
19/13	7,36359	48,08198	COLMAR	36084	1
38/36	11,98839	52,1129	DALCHAU	3609	1
39/36	12,19377	52,10792	SCHWEINITZ	3614	1
20/15	7,54397	48,44858	MEISTRATZHEIM	36159	1
21/15	7,83364	48,46521	MÜLLEN	36178	1
23/15	8,318877104	48,47427737	KNIEBIS (KR.FREUDENSTADT)	36202	1
40/39	12,50581	52,60408	NENNHAUSEN	3626	1
22/15	8,08784	48,49713	ÖDSBACH	36272	1
18/16	7,09516	48,56921	TURQUESTEIN-BLANCRUPT	36277	1
19/16	7,30732	48,6228	WANGENBOURG	36282	1
20/16	7,56378	48,61325	FURDENHEIM	36309	1
21/16	7,800596219	48,61004415	RUPRECHTSAU	36334	1
41/39	12,79568	52,62028	BERGE	3634	1
22/16	8,06363	48,62871	ACHERN	36348	1
18/17	7,05201	48,73253	SAARBURG	36362	1
42/39	13,04255	52,63911	PAUSIN	3639	1
19/17	7,26992	48,75755	BOIS DE CHÊNE	36489	1
43/39	13,31752	52,6149	HERMSDORF	3649	1
20/17	7,55068	48,7751	WILSHAUSEN	36525	1
21/17	7,81552	48,78159	MARIENTHAL	36552	1
22/17	8,05803	48,80321	FORT-LOUIS	36567	1
23/17	8,30895	48,81087	BAD ROTENFELS	36594	1
56/47	16,97152	53,91653	PRZERADZ	366	1
44/39	13,57455	52,62656	BIRKHOLZ	3664	1
18/18	6,98122	48,93023	ALTWILLER	36737	1
19/18	7,25159	48,91879	WEISLINGEN	36755	1
45/39	13,86407	52,61048	GIELSDORF	3677	1
20/18	7,48181	48,9216	LICHTENBERG	36772	1
21/18	7,76782	48,95111	GOERSDORF	36789	1
22/18	8,04269	48,95814	SIEGEN	36823	1
23/18	8,26776	48,96981	NEUBURGWEIER	36842	1
46/39	14,14088	52,61704	RINGENWALDE	3688	1
20/13	7,62537	48,10625	BISCHOFFINGEN	36880	1
21/13	7,88416	48,12924	MALECK	36898	1
22/13	8,0932	48,15752	YACH	36911	1
19/14	7,38445	48,24184	ORSCHWILLER	36933	1
20/14	7,60713	48,28366	BINDERNHEIM	37007	1
21/14	7,85658	48,27938	SCHMIEHEIM	37025	1
47/39	14,42838597	52,59654716	LEHMANNSHￃﾖFEL	3703	1
22/14	8,07369	48,29315	BOLLENBACH	37035	1
19/15	7,33005	48,40339	LE HOHWALD	37058	1
48/39	14,6799315	52,59997004	WARNICK (WARNIKI)	3711	1
23/13	8,37655	48,16035	BUCHENBERG	37119	1
24/13	8,6275	48,16786	ROTTWEIL	37138	1
25/13	8,86282	48,16319	OBERNHEIM	37153	1
49/39	14,95374	52,62138	ZASZCZYTOWO	3722	1
26/13	9,11728	48,17723	WINTERLINGEN	37302	1
27/13	9,35367	48,20566	DÜRRENWALDSTETTEN	37314	1
28/13	9,6255	48,21166	HAUSEN AM BUSSEN	37333	1
29/13	9,8845	48,20597	BAUSTETTEN	37354	1
30/13	10,10404	48,22279	ILLERTISSEN	37369	1
23/14	8,37253	48,31105	SCHENKENZELL	37388	1
24/14	8,57013	48,31544	AISTAIG	37401	1
50/39	15,18918	52,60977	RUDNICA	3744	1
25/14	8,81662	48,35457	STETTEN BEI HAIGERLOCH	37555	1
26/14	9,12013	48,35833	SALMENDINGEN	37571	1
27/14	9,33549	48,3568	BERNLOCH	37581	1
28/14	9,60621	48,37705	GUNDERSHOFEN	37598	1
29/14	9,87924	48,36355	EGGINGEN	37607	1
30/14	10,10684	48,37944	HOLZHEIM	37622	1
24/15	8,57584	48,49849	OBERWALDACH	37658	1
25/15	8,83695	48,52245	BONDORF	37802	1
26/15	9,07887	48,53096	LUSTNAU	37825	1
27/15	9,34646	48,52951	DETTINGEN AN DER ERMS	37855	1
28/15	9,56312	48,51405	DONNSTETTEN	37862	1
29/15	9,85361	48,52731	RADELSTETTEN	37869	1
30/15	10,0765	48,55285	BALLENDORF	37883	1
31/15	10,32391	48,56885	OBERMEDLINGEN	37900	1
23/16	8,34869	48,63918	RAUMÜNZACH	37902	1
26/16	9,05976	48,66017	SCHÖNAICH	37947	1
24/16	8,54684	48,67203	HÜNERBERG	38044	1
25/16	8,82859	48,69507	GECHINGEN	38056	1
27/16	9,31773	48,69423	DENKENDORF	38095	1
28/16	9,56681	48,69308	ALBERSHAUSEN	38116	1
29/16	9,8211	48,71191	WINZINGEN	38136	1
30/16	10,06418	48,72989	ZANG	38146	1
31/16	10,29294	48,731	AUERNHEIM	38155	1
24/17	8,55523	48,82296	DENNACH	38169	1
25/17	8,80329	48,82521	TIEFENBRONN	38182	1
26/17	9,03021	48,84495	SCHÖCKINGEN	38348	1
27/17	9,29823	48,8577	HEGNACH	38373	1
28/17	9,54865	48,85844	STEINENBERG	38407	1
29/17	9,81435	48,88102	RUPPERTSHOFEN	38422	1
30/17	10,0482	48,8833	FACHSENFELD	38437	1
31/17	10,31352	48,90259	BALDERN	38448	1
25/18	8,74383	48,99804	KLEINVILLARS	38482	1
26/18	9,02154	48,99915	HOHENHASLACH	38502	1
25/12	8,86067	48,00602	NENDINGEN	38623	1
26/12	9,10207	48,01811	ROHRDORF	38640	1
27/12	9,38609	48,01005	VÖLLKOFEN	38655	1
28/12	9,61467	48,01934	REICHENBACH	38666	1
29/12	9,88168	48,04583	MITTELBUCH	38682	1
30/12	10,12798	48,0594	UNTEROPFINGEN	38695	1
40/40	12,46028	52,80289	DREETZ	3871	1
32/15	10,59756	48,568	KICKLINGEN	38720	1
33/15	10,83586	48,57347	WESTENDORF	38738	1
35/15	11,33526	48,58019	WAIDHOFEN	38764	1
36/15	11,5777	48,58007	ESCHELBACH AN DER ILM	38774	1
41/40	12,72901	52,77304	BRUNNE	3880	1
34/15	11,09074	48,58242	PￃﾖTTMES	38863	1
42/40	13,03193	52,80287	SOMMERFELD	3887	1
37/15	11,82132	48,5868	HEBRONTSHAUSEN	38899	1
38/15	12,11336	48,60961	OBERGLAIM	38912	1
32/16	10,5672	48,73137	FRONHOFEN	38935	1
43/40	13,2942	52,80213	MALZ	3896	1
34/16	11,07121	48,74457	STEPPERG	38963	1
46/41	14,10557	52,94874	STOLZENHAGEN	3901	1
44/40	13,55547	52,78887	PRENDEN	3906	1
33/16	10,84006	48,75927	HAFENREUT	39062	1
35/16	11,34577	48,75413	GEROLFING	39089	1
36/16	11,57629	48,76108	IRSCHING	39103	1
37/16	11,84985	48,75567	SIEGENBURG	39116	1
38/16	12,07877	48,78621	SEMERSKIRCHEN	39126	1
39/16	12,30322	48,76569	HOFKIRCHEN	39140	1
32/17	10,55239	48,90411	DￃﾜRRENZIMMERN	39160	1
33/17	10,84499	48,91055	GUNDELSHEIM	39179	1
45/40	13,83613	52,77805	TRAMPE	3919	1
35/17	11,30127	48,91192	WALTING	39201	1
34/17	11,03844	48,92811	BIESWANG	39293	1
46/40	14,14217	52,78127	NEUREETZ	3931	1
36/17	11,56632	48,94379	PONDORF	39317	1
37/17	11,86022084	48,92952421	NEUKELHEIM	39329	1
38/17	12,06031	48,92014	PEISING	39342	1
31/12	10,34917	48,07733	ARLESRIED	39356	1
32/12	10,64019	48,06227	TￃﾜRKHEIM	39370	1
35/12	11,37906	48,06724	GAUTING	39398	1
47/40	14,46705	52,76029	KURZYCKO	3944	1
33/12	10,86116	48,08685	KAUFERING	39459	1
34/12	11,1147	48,08132	ECHING AM AMMERSEE	39475	1
48/40	14,6936	52,787	GRZYMIRADZ	3949	1
36/12	11,63032	48,10063	PERLACH	39494	1
37/12	11,82207	48,08316	ZORNEDING	39503	1
38/12	12,11102	48,11149	ALBACHING	39509	1
39/12	12,33055	48,0921	SANKT LEONHARD	39515	1
31/13	10,37948	48,22448	NIEDERRAUNAU	39517	1
32/13	10,59053	48,22651	WALKERTSHOFEN	39529	1
33/13	10,85682	48,23762	OBEROTTMARSHAUSEN	39546	1
49/40	14,94817	52,78026	LUBISZYN	3957	1
34/13	11,09471	48,25545	MITTELSTETTEN	39647	1
50/40	15,20762904	52,77160384	HEINERSDORF	3965	1
35/13	11,36479	48,259	BERGKIRCHEN	39662	1
36/13	11,56857	48,27277	UNTERSCHLEISSHEIM	39667	1
37/13	11,84372	48,27687	MOOSINNING	39673	1
38/13	12,123	48,27017	OBERDORFEN	39687	1
31/14	10,35773	48,39694	WETTENHAUSEN	39693	1
32/14	10,59655	48,39991	ZUSMARSHAUSEN	39710	1
33/14	10,82614	48,41021	TￃﾄFERTINGEN	39723	1
34/14	11,09634	48,41371	GALLENBACH	39742	1
35/14	11,35435	48,42974	HILGERTSHAUSEN	39865	1
36/14	11,59892	48,43114	ALLERSHAUSEN	39880	1
37/14	11,85874117	48,44110373	RAST	39891	1
38/14	12,10757	48,4469	VILSHEIM	39901	1
40/18	12,62129	49,10828	SATTELBOGEN	39954	1
41/18	12,83618	49,11683	KRAILING	39962	1
42/18	13,04039	49,10159	OBERRIED	39968	1
39/20	12,34467	49,42629	PERTOLZHOFEN	40000	1
40/20	12,58351	49,43764	TIEFENBACH	40012	1
40/19	12,61149	49,26579	PEMFLING	40047	1
41/19	12,81439	49,27324	ARNSCHWANG	40057	1
40/12	12,59359	48,12803	WALD AN DER ALZ	40112	1
39/13	12,33456	48,30807	RANOLDSBERG	40137	1
40/13	12,57622	48,27659	ERHARTING	40145	1
41/13	12,87181	48,27722	GUMPERSDORF	40155	1
39/14	12,35586	48,44847	VILSBIBURG	40191	1
40/14	12,56337	48,4371	GANGKOFEN	40202	1
41/14	12,84533	48,45503	NEUHOFEN	40212	1
42/14	13,09117	48,44358	BAD BIRNBACH	40220	1
43/14	13,33631	48,43818	RUHSTORF AN DER ROTT	40231	1
39/15	12,34456	48,62368	WￃﾖRTH AN DER ISAR	40274	1
40/15	12,57731	48,59899	GRIESBACH	40286	1
41/15	12,82663	48,60642	INDERSBACH	40297	1
42/15	13,07675	48,60848	WALCHSING	40308	1
43/15	13,32647	48,64583	KIRCHBERG	40320	1
44/15	13,59698	48,61501	HAAG	40331	1
40/16	12,58848	48,75623	HANKOFEN	40402	1
41/16	12,87113	48,77837	PLATTLING	40414	1
42/16	13,09897	48,80355	AUERBACH	40420	1
43/16	13,35627	48,77431	SALDENBURG	40428	1
44/16	13,58501	48,76475	KARLSBACH	40439	1
40/17	12,61304	48,95448	STEINACH	40516	1
41/17	12,80208	48,95084	PERASDORF	40524	1
42/17	13,12842	48,96849	REGEN	40531	1
43/17	13,31941	48,92172	KLINGENBRUNN	40535	1
39/17	12,35085	48,91814	RIEKOFEN	40538	1
28/9	9,68397	47,54611	LINDAU (BODENSEE)	40597	1
29/9	9,920912754	47,54890348	SCHNELLERS	40605	1
30/9	10,13498	47,56238	RATHOLZ	40613	1
22/10	8,18086	47,6336	ESCHBACH	40637	1
23/10	8,42011	47,66108	ERZINGEN	40655	1
25/10	8,90035	47,68774	SCHIENEN	40757	1
26/10	9,146804618	47,69228556	WOLLMATINGEN	40771	1
27/10	9,40004	47,69278	KLUFTERN	40785	1
28/10	9,64125	47,6819	OBEREISENBACH	40798	1
29/10	9,89935	47,72211	RATZENRIED	40807	1
40/41	12,45354	52,93648	BANTIKOW	4081	1
30/10	10,12658869	47,70975489	KREUZTHAL	40819	1
23/11	8,39596	47,82501	MÜNCHINGEN	40844	1
24/11	8,66036	47,81721	TENGEN	40863	1
26/11	9,13657	47,83337	BILLAFINGEN	40898	1
41/41	12,74485	52,92901	KRￃﾄNZLIN	4093	1
25/11	8,8974	47,85806	EIGELTINGEN	41018	1
42/41	13,01943	52,93953	SEEBECK	4102	1
27/11	9,37456	47,86209	ILLMENSEE	41049	1
28/11	9,66279	47,84325	BAINDT	41057	1
29/11	9,86355	47,89058	ZIEGELBACH	41064	1
30/11	10,13795	47,88954	MARIA STEINBACH	41076	1
22/12	8,16331	47,98172	WALDAU	41086	1
23/12	8,38827	47,96002	HUBERTSHOFEN	41098	1
24/12	8,63525	47,99144	ÖFINGEN	41114	1
43/41	13,28074	52,96653	KLEIN-MUTZ	4112	1
44/41	13,52861	52,99313	GROSS DￃﾖLLN	4119	1
17/11	6,99386	47,7727	MASEVAUX	41200	1
18/11	7,15065	47,7618	ASPACH-LE-BAS	41214	1
45/41	13,85918	52,933	SENFTENHￃﾜTTE	4123	1
20/11	7,65665	47,78685	LIPBURG	41245	1
21/11	7,91301	47,80054	UTZENFELD	41262	1
22/11	8,177056956	47,79865784	SCHLUCHSEE - BLASIWALD	41275	1
19/12	7,37872	47,94354	OBERENTZEN	41296	1
20/12	7,64962	47,93629	FELDKIRCH	41309	1
21/12	7,90831	47,96423	KAPPEL	41336	1
17/12	6,95521	47,88255	URBÈS	41351	1
18/12	7,15658	47,90483	RIMBACH-PRÈS-GUEBWILLER	41365	1
47/41	14,35655	52,94545	STOKI	4142	1
19/11	7,39739	47,74412	RIXHEIM	41460	1
48/41	14,65982	52,93143	STOLECZNA	4152	1
19/10	7,44726	47,58851	RANSPACH-LE-BAS	41566	1
20/10	7,66409	47,61258	LÖRRACH	41598	1
49/41	14,92963	52,96688	GLAZOW	4161	1
21/10	7,94873	47,62902	HÜTTEN	41623	1
18/10	7,1873	47,56163	LARGITZEN	41653	1
50/41	15,23687	52,94023	OKUNIE	4171	1
18/9	7,246	47,42133	LUCELLE	41714	1
35/11	11,3957	47,9297	HￃﾖHENRAIN	41785	1
37/11	11,89878	47,92796	GROSSHￃﾖHENRAIN	41801	1
38/11	12,07702	47,92339	TATTENHAUSEN	41811	1
31/11	10,36106	47,90072	OLLARZRIED	41819	1
32/11	10,62392	47,8793	KAUFBEUREN	41836	1
33/11	10,85157	47,91541	DENKLINGEN	41845	1
34/11	11,10862	47,91142	RAISTING	41855	1
36/11	11,60938	47,90265	BAIERNRAIN	41872	1
34/10	11,15493	47,76917	HUGLFING	41932	1
35/10	11,37598	47,75192	PENZBERG	41939	1
36/10	11,63273	47,76683	REICHERSBEUERN	41948	1
37/10	11,86487	47,78497	PARSBERG	41953	1
38/10	12,10834	47,77873	KIRCHDORF AM INN	41963	1
39/10	12,32437868	47,7804255	ASCHAU IM CHIEMGAU-NIEDERASCHAU	41969	1
31/10	10,37842	47,73522	BETZIGAU	41971	1
32/10	10,64225	47,72354	SULZSCHNEID	41980	1
33/10	10,86194	47,70374	STEINGADEN	41986	1
33/9	10,80235	47,62584	BAYERNIEDERHOFEN	42039	1
35/9	11,43474	47,60578	JACHENAU	42049	1
31/9	10,4287	47,54427	UNTERJOCH	42056	1
34/9	11,13614	47,56027	OBERAU	42062	1
39/11	12,3808	47,92824	EGGSTￃﾄTT	42070	1
40/11	12,60502	47,9401	TRAUNWALCHEN	42076	1
41/11	12,83494	47,95304	KIRCHANSCHￃﾖRING	42084	1
40/10	12,6446	47,7642	RUHPOLDING	42116	1
41/10	12,85562	47,8048	ANGER	42118	1
41/9	12,89858	47,60782	RAMSAU BEI BERCHTESGADEN	42132	1
14/26	5,9236	50,10765	HACHIVILLE	42140	1
14/25	5,8408	50,00969	NIEDERWAMPACH	42166	1
15/25	6,06535	50,02878	NEIDHAUSEN	42180	1
15/24	6,0989	49,84595	ETTELBRÜCK	42236	1
14/24	5,84827	49,83005	RAMBROUCH	42254	1
14/23	5,87903	49,68492	EISCHEN	42302	1
15/23	6,13014	49,69662	HÜNSDORF	42316	1
16/23	6,37179	49,70572	BIWER	42341	1
14/22	5,89989933	49,51504146	UEWERKUER	42414	1
15/22	6,12794	49,52288	PEPPANGE	42431	1
51/11	15,38244	47,94787	SCHWARZENBACH AN DER PIELACH	42469	1
52/11	15,55216	47,96124	LEHENROTTE	42470	1
53/11	15,90216	47,92604	THAL	42472	1
54/11	16,08669	47,92652	GRILLENBERG	42477	1
53/10	15,87681701	47,77801293	SCHNEEBERGDￃﾖRFL	42520	1
54/10	16,08847	47,75818	MOLLRAM	42527	1
52/10	15,48478	47,74201	FREIN AN DER MￃﾜRZ	42532	1
52/9	15,54487109	47,59687437	MASSING	42571	1
53/9	15,82957	47,63272	SEMMERING	42573	1
54/9	16,05379	47,59927	FEISTRITZ AM WECHSEL	42587	1
55/9	16,29922	47,56108	GLEICHENBACH	42612	1
57/11	16,86813	47,92623	WEIDEN AM SEE	42635	1
58/11	17,06908	47,94045	NICKELSDORF	42637	1
55/11	16,35122	47,9008	SIEGERSDORF	42640	1
56/11	16,54389	47,90702	STOTZING	42647	1
59/11	17,26934729	47,87440861	WIESELBURG (MOSONMAGYARￃﾓVￃﾁR)	42670	1
58/10	17,03243	47,77548	ANDAU	42688	1
55/10	16,33758	47,73828	WIESEN	42691	1
56/10	16,5	47,74	BAUMGARTEN	42701	1
57/10	16,83099	47,74316	APETLON	42706	1
56/9	16,54986	47,5862	HORITSCHON	42722	1
57/9	16,70298754	47,63565159	HOLLING (FERTￅﾐBOZ)	42728	1
27/9	9,40477	47,52836	FRASNACHT	42748	1
27/8	9,484246649	47,36098971	RIETLI	42821	1
28/8	9,68872	47,36211	HOHENEMS	42843	1
29/8	9,92969	47,36918	BIZAU	42850	1
30/8	10,18618	47,35752	RIEZLERN	42856	1
27/7	9,51164	47,21906	GAMPRIN	42908	1
28/7	9,70087	47,21608	RÖNS	42926	1
40/38	12,53709	52,46053	BRIELOW	4293	1
29/7	9,95159	47,24486	BUCHBODEN	42933	1
30/7	10,14178	47,20829	LECH	42939	1
27/6	9,43609	47,05023	SARGANS	42970	1
29/6	9,91962	47,0796	SCHRUNS	42977	1
32/9	10,63017	47,5495	VILS	42985	1
31/8	10,45746	47,35978	HINTERHORNBACH	43004	1
32/8	10,7188	47,40497	RINNEN	43013	1
33/8	10,91941	47,39865	EHRWALD	43021	1
34/8	11,1415	47,37082	LEUTASCH	43022	1
31/7	10,40366	47,27019	BACH	43027	1
33/7	10,91525164	47,25459638	SILZERBERG	43037	1
34/7	11,16754	47,27785	HATTING	43055	1
41/38	12,77535	52,44648	DEETZ	4306	1
32/7	10,6733	47,20566	MILS BEI IMST	43070	1
33/6	10,94458	47,08861	UNTERRIED	43122	1
31/6	10,42385701	47,07414704	HOLDERNACH	43133	1
32/6	10,69065	47,07803	KAUNS	43152	1
34/6	11,22749746	47,04262442	UNTERBERG	43161	1
36/8	11,69612	47,43967	PERTISAU	43162	1
37/8	11,87799	47,4296	BRIXLEGG	43173	1
38/8	12,13101	47,43303	PENNINGDￃﾖRFL	43183	1
42/38	13,01356	52,46797	FAHRLAND	4321	1
35/7	11,39128	47,268	INNSBRUCK	43210	1
36/7	11,65175	47,28259	KOLSASSBERG	43224	1
37/7	11,89594	47,26277	ASCHAU IM ZILLERTAL	43251	1
38/7	12,17451	47,22176	KRIMML	43280	1
35/6	11,41668	47,08294	TRINS	43285	1
37/6	11,80858	47,10028	DORNAUBERG	43288	1
43/38	13,31884	52,45754	STEGLITZ	4329	1
36/6	11,56392	47,07904	SCHMIRN	43297	1
39/8	12,39066	47,44653	KITZBￃﾜHEL	43301	1
40/8	12,61808	47,46972	HOCHFILZEN	43303	1
41/8	12,84747	47,42641	SAALFELDEN AM STEINERNEN MEER	43310	1
42/8	13,18832	47,47773	WERFEN	43315	1
39/7	12,34725	47,27256	BRAMBERG AM WILDKOGEL	43331	1
40/7	12,64755	47,28096	NIEDERNSILL	43340	1
41/7	12,87289	47,28677	SANKT GEORGEN	43347	1
42/7	13,09941	47,31872	GOLDEGG	43354	1
43/7	13,31958	47,27754	KLEINARL	43359	1
42/6	13,13395	47,11854	BAD GASTEIN	43372	1
40/6	12,51516503	47,04156948	BERG-GRUBEN	43378	1
41/6	12,84031	47,04043	HEILIGENBLUT	43379	1
44/38	13,57597707	52,44726789	KￃﾖPENICK-KIETZ	4338	1
43/8	13,38096	47,46482	SANKT MARTIN AM TENNENGEBIRGE	43381	1
44/8	13,64303421	47,43252461	RAMSAU	43384	1
45/8	13,83698	47,42669	ASSACH	43391	1
46/8	14,12842	47,46558	DONNERSBACH	43393	1
44/7	13,50701	47,30564	UNTERTAUERN	43412	1
46/7	14,1970266	47,2083512	PￃﾖLLAU	43420	1
44/6	13,59505	47,10385	OBERWEISSBURG	43427	1
45/6	13,86054	47,13683	SAUERFELD	43433	1
46/6	14,082	47,15748	RANTEN	43439	1
47/8	14,34241366	47,47847787	STRECHEN	43453	1
48/8	14,59176	47,47537	TREGLWANG	43455	1
49/8	14,7566	47,42758	KALWANG	43457	1
50/8	15,00592	47,42652	TROFAIACH	43458	1
51/8	15,31902	47,45635	HAFENDORF	43462	1
45/38	13,85729	52,48105	HERZFELDE	4347	1
50/7	15,02024	47,33684	SANKT MICHAEL IN OBERSTEIERMARK	43480	1
47/7	14,37456	47,30846	PUSTERWALD	43488	1
48/7	14,50683	47,27613	SANKT OSWALD	43489	1
49/7	14,86061	47,27134	SANKT MAREIN BEI KNITTELFELD	43494	1
51/7	15,32683	47,27106	FROHNLEITEN	43497	1
48/6	14,58797	47,18549	SANKT PETER OB JUDENBURG	43505	1
47/6	14,35911	47,12854	TEUFENBACH	43530	1
49/6	14,84171801	47,13405498	SANKT JOHANN	43534	1
50/6	15,09385	47,13971	KAINACH BEI VOITSBERG	43537	1
51/6	15,31842	47,12932	GRATWEIN	43544	1
46/38	14,16203	52,44962	TEMPELBERG	4357	1
52/8	15,54737076	47,46487161	FOCHNITZ	43576	1
53/8	15,78607	47,42619	WENIGZELL	43579	1
54/8	16,06044	47,41082	EHRENSCHACHEN	43633	1
47/38	14,37014	52,44265	DￃﾖBBERIN	4364	1
55/8	16,32252	47,40965	SALMANNSDORF	43640	1
52/7	15,57706	47,30103	SANKT KATHREIN AM OFFENEGG	43662	1
55/7	16,27994	47,26125	SIGET IN DER WART	43699	1
53/7	15,80046	47,24372	STUBENBERG	43715	1
54/7	16,0511	47,24824	UNTERROHR	43726	1
52/6	15,59967	47,12305	EGGERSDORF	43756	1
53/6	15,8282	47,10255	SINABELKIRCHEN	43761	1
48/38	14,66362	52,45044	PAMIECIN	4377	1
54/6	16,05235	47,11596	BAD BLUMAU	43773	1
55/6	16,29	47,11	DEUTSCH TSCHANTSCHENDORF	43782	1
56/8	16,56482	47,42237	KLOSTERMARIENBERG	43850	1
49/38	14,93236	52,42916	GRABNO	4388	1
56/6	16,47778	47,05607	MOSCHENDORF	43889	1
39/5	12,31475713	46,92057333	ST. JAKOB	43896	1
40/5	12,59312	46,9352	OBERPEISCHLACH	43905	1
41/5	12,91357	46,92176	MￃﾖRTSCHACH	43909	1
42/5	13,12956	46,93588	FLATTACH	43910	1
43/5	13,30489	46,87654	KOLBNITZ	43938	1
39/4	12,42881	46,78683	AUSSERVILLGRATEN	43939	1
40/4	12,64129	46,78642	ASSLING	43948	1
41/4	12,90159739	46,80107624	LINDSBERG	43959	1
41/3	12,88865392	46,6878005	KORNAT	43977	1
42/4	13,13513	46,748	BERG IM DRAUTAL	43982	1
42/3	13,14093524	46,63688624	GODERSCHACH	43988	1
50/38	15,25601	52,43521	TRZEMESZNO LUBUSKIE	4400	1
44/5	13,61805	46,96121	KREMSBRￃﾜCKE	44006	1
46/5	14,14701	46,96508	OBERHOF	44010	1
43/4	13,35354	46,76855	KLEBLACH-LIND	44038	1
44/4	13,59095	46,81068	OBERMILLSTATT	44040	1
45/4	13,86855	46,81487	PATERGASSEN	44054	1
46/4	14,11499	46,78868	STEUERBERG	44056	1
43/3	13,37109	46,62639	HERMAGOR	44109	1
